"dpto","muni","total_inscritos","total_votos","total_validos","PAN","FRG","DIA.URNG","UCN","FDNG","ARDE","LOV.UD","ARENA","MLN","AD","PLP","elec","DCG","DIA","DSP","MSPCN","PP.MR.PSN","PU","UN","UNE","URNG","BLANCOS","NULOS","ANN","blanco","CASA","EG","GANA","nulos","PP","UD","URNG.MAIZ","UNIONISTA","CREO","LIDER","WINAQ.URNG.MAIZ.ANN","ADN","VIVA.EG","participacion","BLANCO","PRI","CREO.UNIONISTA","FCN.NACION","TODOS","FUERZA","WINAQ.URNG.MAIZ","MNR","VIVA"
"baja verapaz","san jeronimo",6972,4210,3791,1219,1987,91,17,11,20,378,3,7,2,56,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","purulha",8908,5603,4755,1265,2032,930,42,194,21,8,2,24,19,218,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","coban",37618,19368,18161,4425,10494,2366,71,135,177,63,8,22,16,384,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","santa cruz verapaz",4900,2819,2554,646,1533,259,18,34,16,9,1,6,3,29,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san cristobal verapaz",15706,8296,7501,1497,4732,930,42,93,38,56,7,29,14,63,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tactic",7928,4522,4158,896,2699,349,35,79,49,6,1,8,11,25,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tamahu",4561,3348,3211,1042,1879,243,2,9,16,4,0,3,6,7,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tucuru",8360,5045,4658,928,2238,1362,15,29,21,6,2,20,13,24,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","panzos",17422,9613,8799,1446,3298,2868,44,264,66,26,16,50,52,669,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","senahu",13777,7849,7027,1058,2953,2031,48,424,345,37,9,35,41,46,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san pedro carcha",34653,17348,15547,3808,8770,1929,88,437,130,40,34,56,54,201,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san juan chamelco",9910,5807,5303,884,3278,642,74,105,32,75,5,104,13,91,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","lanquin",4645,2587,2413,462,1147,225,299,251,6,2,1,4,5,11,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","santa maria cahabon",11852,6546,6081,1376,1980,2021,145,151,166,8,5,10,10,209,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","chisec",11882,7115,6378,1454,2289,1969,56,99,11,21,17,12,23,427,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","chahal",4424,2545,2317,551,786,890,7,54,6,3,3,2,5,10,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","fray bartolome de las casas",12923,6501,5772,869,1999,2472,117,115,20,14,7,16,27,116,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","flores",11946,5587,5076,1219,2485,1198,15,32,41,11,8,8,10,49,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","san jose",1856,1329,1234,705,472,23,2,9,4,3,1,2,2,11,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","san benito",10409,5226,4780,1214,2467,798,25,35,69,17,6,10,10,129,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","san andres",6214,3258,2722,752,1302,266,9,316,20,7,5,8,12,25,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","la libertad",18130,7453,6613,1298,2727,1821,26,605,33,16,13,13,21,40,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","san francisco",3368,2139,1904,523,681,609,7,49,4,11,1,0,4,15,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","santa ana",6356,3169,2949,719,1820,326,4,22,13,1,2,7,5,30,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","dolores",12214,4951,4297,1523,1673,976,18,20,16,0,6,11,14,40,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","san luis",16173,8215,7029,2530,1853,2239,34,220,53,17,12,20,27,24,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","sayaxche",14284,7692,6306,1227,1611,2827,47,416,26,24,11,27,39,51,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","melchor de mencos",10070,4560,4012,884,1729,1082,20,111,2,112,14,6,15,37,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","poptun",13414,6623,5985,2130,2328,1341,22,33,46,10,10,14,8,43,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","puerto barrios",43552,22160,20610,4903,12347,2002,114,71,303,43,26,310,33,458,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","livingston",16362,7481,6186,1332,2526,1436,74,33,184,22,12,485,26,56,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","el estor",14703,8629,8078,1713,2904,3037,106,38,63,14,7,73,20,103,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","morales",30610,14383,13214,2721,8181,1614,76,54,232,30,14,111,21,160,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","los amates",23281,10556,9582,2243,4953,1288,42,37,875,19,12,34,22,57,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","zacapa",27747,15474,14653,2233,11882,266,37,23,102,16,7,23,19,45,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","estanzuela",5102,3479,3284,701,2384,70,43,6,45,4,3,4,1,23,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","rio hondo",9310,5410,4948,1446,3227,60,11,8,38,3,1,7,6,141,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","gualan",19787,11203,10105,3386,6367,139,32,21,64,5,11,30,13,37,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","teculutan",6904,4864,4647,2865,1657,53,5,5,23,2,3,6,4,24,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","usumatlan",4127,2672,2469,729,1621,59,5,5,17,1,0,2,4,26,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","cabanas",5064,3389,3131,1186,1608,298,10,7,4,4,2,3,2,7,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","san diego",3468,2296,1997,424,1390,30,28,2,11,3,0,22,4,83,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","la union",8740,5648,4900,2307,2130,219,19,23,36,7,15,35,17,92,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","huite",4292,2885,2741,1100,1553,48,9,5,10,4,4,1,3,4,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","chiquimula",37867,21704,20668,6451,12761,921,107,35,90,22,15,69,22,175,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","san jose la arada",4530,2903,2743,926,1720,33,14,1,14,2,2,9,4,18,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","san juan ermita",5455,3701,3455,1502,1777,61,43,3,14,8,4,23,9,11,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","jocotan",14435,8559,7346,3838,2717,293,105,72,49,29,30,102,68,43,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","camotan",11836,6797,6146,2472,3166,254,47,102,23,11,14,28,18,11,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","olopa",5879,4017,3334,1539,864,505,182,79,38,37,10,26,30,24,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","esquipulas",15423,9920,9354,3787,3785,238,132,7,14,4,12,1257,5,113,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","concepcion las minas",7257,4101,3776,1689,1980,35,24,8,12,3,2,6,4,13,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","quetzaltepeque",12291,7412,7061,2743,3758,159,233,14,69,13,5,15,17,35,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","san jacinto",4913,3350,3109,1426,1391,73,179,8,12,1,2,6,4,7,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","ipala",10534,5971,5676,3077,2371,142,15,7,10,2,3,21,8,20,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","jalapa",35069,19377,17017,4967,10763,NA,774,78,76,124,38,23,156,18,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","san pedro pinula",14321,8222,7464,2998,3863,317,72,53,51,11,6,33,29,31,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","san luis jilotepeque",10254,6668,6064,2186,2132,355,23,1285,22,9,13,13,17,9,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","san manuel chaparron",4100,2446,2275,556,1612,47,13,5,20,3,2,1,6,10,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","san carlos alzatate",4251,3141,2985,1111,1406,22,7,27,6,0,5,351,1,49,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","monjas",11506,6643,6338,4056,2145,54,7,3,28,2,5,12,4,22,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","mataquescuintla",10098,4906,4508,2252,1612,98,72,120,36,4,5,46,11,252,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jutiapa",39339,19382,17798,5094,11020,729,61,181,198,3,8,196,21,287,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","el progreso",11128,5194,4619,1549,2350,161,15,6,479,4,3,7,2,43,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","santa catarina mita",12718,6873,6153,1904,3933,157,14,16,43,3,6,31,9,37,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","agua blanca",9290,4380,4014,1318,2234,110,12,4,9,4,3,13,7,300,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","asuncion mita",21596,10362,9075,3343,4495,613,35,45,62,12,16,27,23,404,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","yupiltepeque",6455,3930,3431,722,1971,395,43,10,22,1,2,5,5,255,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","atescatempa",10253,5850,5335,1448,3184,122,25,10,29,6,6,12,6,487,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jerez",3259,1858,1621,364,975,127,4,40,3,3,1,12,3,89,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","el adelanto",3370,2233,2054,820,992,22,4,11,36,1,2,8,4,154,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","zapotitlan",4123,2588,2396,819,1393,16,3,15,5,2,2,29,5,107,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","comapa",10206,6137,5917,2022,3565,18,14,1,19,6,4,20,4,244,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jalpatagua",12665,6846,6083,1862,3033,68,29,12,13,8,4,15,5,1034,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","conguaco",6699,4024,3672,1177,1253,29,10,9,7,3,6,8,2,1168,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","moyuta",17902,8846,8089,2697,4517,116,520,35,74,18,3,24,11,74,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","pasaco",5170,2879,2662,748,1144,44,9,6,16,1,3,5,1,685,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","san jose acatempa",5538,3393,2970,810,1663,289,81,40,7,3,3,8,4,62,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","quesada",10085,6363,6129,2831,3170,38,11,4,22,1,2,16,7,27,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","acatenango",8945,6122,5561,249,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",17,24,6,11,1888,71,8,1171,218,285,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","agua blanca",10209,5540,5079,705,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",23,37,16,8,1774,404,44,607,15,236,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","aguacatan",16334,8425,6193,198,2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",124,99,46,26,668,100,19,2600,139,1950,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","almolonga",7308,6031,4866,149,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",21,15,8,11,2550,286,24,1575,8,1072,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","alotenango",6979,4453,3995,352,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",83,135,100,88,803,84,40,1645,15,199,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guatemala","amatitlan",34372,23217,22203,1241,3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",120,467,49,61,8433,452,95,7651,272,248,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","antigua guatemala",23207,15594,15154,933,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",59,468,20,70,6383,296,40,5284,145,142,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","barberena",20090,10981,9733,390,1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",48,75,24,29,3671,199,42,3415,38,643,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
