"dpto","muni","total_inscritos","total_votos","total_validos","PAN","FRG","DIA.URNG","UCN","FDNG","ARDE","LOV.UD","ARENA","MLN","AD","PLP","elec","DCG","DIA","DSP","MSPCN","PP.MR.PSN","PU","UN","UNE","URNG","BLANCOS","NULOS","ANN","blanco","CASA","EG","GANA","nulos","PP","UD","URNG.MAIZ","UNIONISTA","CREO","LIDER","WINAQ.URNG.MAIZ.ANN","ADN","VIVA.EG","participacion","BLANCO","PRI","CREO.UNIONISTA","FCN.NACION","TODOS","FUERZA","WINAQ.URNG.MAIZ","MNR","VIVA"
"zacapa","huite",6176,4694,4286,26,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,21,NA,NA,226,2225,NA,NA,34,165,1208,5,4,24,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","coban",79780,55506,50172,535,NA,NA,6580,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266,501,NA,NA,3068,21263,NA,NA,621,10097,7492,1351,520,1212,69.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","santa cruz verapaz",11416,8944,8004,107,NA,NA,1286,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,62,NA,NA,432,2055,NA,NA,84,2380,1495,146,80,309,78.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san cristobal verapaz",26368,19781,17076,361,NA,NA,1370,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231,104,NA,NA,1474,5918,NA,NA,241,1637,6916,164,65,300,75.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tactic",14644,11581,10428,115,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,53,NA,NA,495,5156,NA,NA,101,2029,1997,136,31,320,79.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tamahu",8325,7415,6046,27,NA,NA,2728,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,49,NA,NA,243,1239,NA,NA,59,425,1336,35,35,113,89.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","tucuru",16645,13555,11710,1450,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,62,NA,NA,656,5900,NA,NA,128,298,3307,64,38,321,81.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","panzos",23423,16456,13927,134,NA,NA,2233,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271,137,NA,NA,1258,3454,NA,NA,293,645,6086,683,33,229,70.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","senahu",33835,25259,21681,1759,NA,NA,1662,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520,298,NA,NA,2058,5238,NA,NA,480,3039,8039,237,560,369,74.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san pedro carcha",79660,59205,49960,1404,NA,NA,6521,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4437,876,NA,NA,4808,10785,NA,NA,912,14704,12200,885,334,1339,74.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","san juan chamelco",21619,18094,15014,137,NA,NA,2811,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467,83,NA,NA,613,5089,NA,NA,146,2219,3811,138,113,467,83.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","lanquin",10740,9034,8052,851,NA,NA,662,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,105,NA,NA,308,2193,NA,NA,93,213,3806,45,15,69,84.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","santa maria cahabon",24829,20204,16120,187,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3080,126,NA,NA,1004,4720,NA,NA,234,1820,7500,711,162,249,81.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","chisec",31104,23491,20133,231,NA,NA,6120,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429,191,NA,NA,929,3980,NA,NA,152,1262,4565,674,2715,243,75.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","chahal",9646,7484,6481,50,NA,NA,1029,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,44,NA,NA,560,839,NA,NA,82,275,2715,1398,10,39,77.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","fray bartolome de las casas",24474,17606,14752,1420,NA,NA,1228,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,135,NA,NA,1804,2665,NA,NA,252,2686,5055,639,427,245,71.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","la tinta",15739,12309,10467,1096,NA,NA,1209,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088,93,NA,NA,754,2162,NA,NA,135,1209,3846,64,70,583,78.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","raxruha",10220,8278,6871,480,NA,NA,1758,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,91,NA,NA,637,1505,NA,NA,111,217,2098,245,25,341,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","salama",30369,21376,19598,174,NA,NA,1309,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,141,NA,NA,985,11653,NA,NA,328,1965,3413,225,48,342,70.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","san miguel chicaj",13492,10282,8665,44,NA,NA,591,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324,54,NA,NA,293,5548,NA,NA,118,511,1460,153,14,172,76.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","rabinal",20830,14618,12661,39,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,89,NA,NA,1314,6257,NA,NA,219,1210,2858,539,58,1052,70.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","cubulco",26409,18016,13758,412,NA,NA,781,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,228,NA,NA,951,6799,NA,NA,272,1184,3530,251,48,253,68.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","granados",9066,6638,5853,24,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,30,NA,NA,151,3140,NA,NA,34,430,1237,13,5,138,73.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","santa cruz el chol",5906,4454,3980,25,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,15,NA,NA,110,2595,NA,NA,33,150,936,12,4,55,75.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","san jeronimo",11640,8377,7486,106,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,56,NA,NA,413,4179,NA,NA,98,668,1149,34,26,149,71.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","purulha",18306,14319,12072,66,NA,NA,2852,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,119,NA,NA,1222,3398,NA,NA,121,675,3549,934,136,222,78.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san marcos",25693,18500,17091,784,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,127,NA,NA,559,7060,NA,NA,211,3075,3737,339,49,1331,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san pedro sacatepequez",38531,26995,24824,754,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224,225,NA,NA,947,8726,NA,NA,424,6187,3899,419,68,3452,70.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san antonio sacatepequez",9073,6202,5177,193,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,41,NA,NA,262,1968,NA,NA,116,799,1281,108,10,428,68.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","comitancillo",25548,17041,13839,66,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075,152,NA,NA,1127,3693,NA,NA,306,920,6312,1012,39,951,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san miguel ixtahuacan",18071,14034,11889,120,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405,86,NA,NA,740,4660,NA,NA,184,477,5025,656,19,362,77.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","concepcion tutuapa",29047,19301,14245,181,NA,NA,899,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2984,296,NA,NA,2072,4341,NA,NA,421,1075,4744,1179,42,1067,66.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","tacana",34730,21364,17284,490,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2309,1031,NA,NA,1771,1709,NA,NA,401,1914,3817,6632,59,1024,61.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","sibinal",7411,5176,4257,199,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,38,NA,NA,374,530,NA,NA,76,787,688,1373,3,341,69.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","tajumulco",21026,14189,11415,1216,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,91,NA,NA,906,3236,NA,NA,211,769,1736,3833,22,193,67.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","tejutla",17062,10747,9488,133,NA,NA,619,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,97,NA,NA,558,4998,NA,NA,300,1186,1455,169,22,509,62.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san rafael pie de la cuesta",10400,7582,6848,61,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,36,NA,NA,227,3033,NA,NA,81,884,1463,486,12,635,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","nuevo progreso",15473,9415,7444,465,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,69,NA,NA,585,2289,NA,NA,141,582,1977,995,63,493,60.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","el tumbador",24925,14778,12715,257,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,81,NA,NA,1197,2937,NA,NA,973,1918,5609,333,32,286,59.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san jose el rodeo",9991,6650,5622,110,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,448,NA,NA,549,2151,NA,NA,92,401,1741,356,12,129,66.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","malacatan",46595,26379,20662,392,NA,NA,622,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3887,178,NA,NA,1830,6900,NA,NA,322,2405,6339,3382,29,93,56.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","catarina",17142,11483,10175,340,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,43,NA,NA,674,4255,NA,NA,63,2131,1678,963,110,332,66.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","ayutla",18585,11614,10391,356,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,75,NA,NA,562,4308,NA,NA,157,1185,2169,1094,30,696,62.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","ocos",23083,10566,8236,459,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,69,NA,NA,571,2192,NA,NA,95,424,3699,185,244,691,45.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san pablo",22567,15298,12315,89,NA,NA,813,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121,152,NA,NA,862,4182,NA,NA,177,1109,3316,1995,16,466,67.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","el quetzal",12057,7753,6596,583,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,43,NA,NA,603,1601,NA,NA,108,1153,1601,198,11,748,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","la reforma",11364,7050,5880,975,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,38,NA,NA,351,1455,NA,NA,94,265,2215,362,8,188,62.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","pajapita",12134,7738,6866,344,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,26,NA,NA,393,1592,NA,NA,182,1309,2611,82,55,265,63.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","ixchiguan",9008,6136,4927,496,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,40,NA,NA,572,1613,NA,NA,70,498,656,1215,14,253,68.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san jose ojetenam",11073,6554,4757,123,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311,50,NA,NA,486,1756,NA,NA,96,436,1142,309,5,519,59.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san cristobal cucho",9608,6314,5084,112,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,25,NA,NA,441,1984,NA,NA,72,1200,1154,54,4,399,65.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","sipacapa",8869,6571,5562,45,NA,NA,853,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,51,NA,NA,262,2401,NA,NA,49,578,1364,79,8,134,74.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","esquipulas palo gordo",6684,5248,4648,318,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,14,NA,NA,129,1835,NA,NA,54,582,1223,36,4,259,78.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","rio blanco",3614,2329,1895,9,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,51,NA,NA,134,824,NA,NA,24,462,336,12,2,167,64.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"san marcos","san lorenzo",6538,4787,3438,16,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218,17,NA,NA,131,1769,NA,NA,61,222,1058,92,6,151,73.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","cuilapa",22223,14922,13577,118,NA,NA,1290,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,283,NA,NA,585,4994,NA,NA,233,2412,3297,100,18,832,67.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","barberena",27573,19198,17706,153,NA,NA,1356,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,109,NA,NA,885,6265,NA,NA,180,3238,5539,79,20,767,69.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","santa rosa de lima",10674,7300,6681,40,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,108,NA,NA,249,3150,NA,NA,100,1431,1265,36,6,276,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","casillas",13138,8046,7118,46,NA,NA,924,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,70,NA,NA,321,3157,NA,NA,100,1516,1166,27,10,102,61.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","san rafael las flores",6111,4196,3463,19,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,158,NA,NA,138,1308,NA,NA,145,499,858,6,3,104,68.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","oratorio",12638,9157,7240,114,NA,NA,1135,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,103,NA,NA,332,2826,NA,NA,93,665,1907,31,9,357,72.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","san juan tecuaco",5593,4600,3932,107,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,669,NA,NA,103,1450,NA,NA,13,268,857,11,9,91,82.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","chiquimulilla",31273,24130,22666,815,NA,NA,6638,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,522,NA,NA,845,4705,NA,NA,182,4500,3795,83,21,1405,77.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","taxisco",18302,11597,10376,861,NA,NA,1263,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,208,NA,NA,613,2855,NA,NA,120,1182,2866,57,63,901,63.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","santa maria ixhuatan",13019,9041,7957,45,NA,NA,2108,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,59,NA,NA,478,3043,NA,NA,149,321,2042,22,8,160,69.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","guazacapan",9867,7261,5979,500,NA,NA,951,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026,151,NA,NA,256,1697,NA,NA,57,524,1648,29,9,413,73.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","santa cruz naranjo",8738,6755,6247,52,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,66,NA,NA,199,2630,NA,NA,35,1084,1633,23,9,197,77.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
