"n_mon","n_year","n_rgim","n_type","p_civ","p_arm","p_pac","p_pol","p_par","p_urn","c_tot","id"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-10"
1,1982,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"2-4"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,0,1,0,0,0,1,"14-9"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-7"
10,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"14-19"
6,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"14-19"
5,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-8"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-20"
12,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"10-1"
1,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-8"
1,1974,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"15-8"
7,1966,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"7-4"
10,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-1"
6,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"14-19"
7,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"14-5"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-1"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"17-21"
6,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-6"
2,1989,"Vinicio Cerezo Arevalo","injured",0,0,0,0,0,0,1,"17-1"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-10"
9,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"13-5"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
7,1970,"Carlos Manuel Arana Osorio","injured",0,0,0,0,0,0,1,"7-4"
2,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-14"
2,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"20-3"
6,1983,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-14"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
7,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"14-5"
10,1984,"Oscar Humberto Mejia Victores","kidnap",0,1,0,0,0,0,1,"14-2"
11,1987,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"18-3"
1,1985,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"14-2"
2,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
4,1985,"Oscar Humberto Mejia Victores","injured",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-6"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-10"
6,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-18"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-6"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-3"
12,1994,"Ramiro de Leon Carpio","kidnap",0,0,0,0,0,0,1,"20-8"
12,1994,"Ramiro de Leon Carpio","tortured",0,0,0,0,0,0,1,"20-8"
6,1986,"Vinicio Cerezo Arevalo","killed",0,1,1,0,0,0,1,"14-2"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"12-1"
4,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,1,0,0,0,1,"4-3"
11,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-9"
6,1978,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"12-12"
10,1990,"Vinicio Cerezo Arevalo","disapp_dead",0,1,0,0,0,0,1,"14-2"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
5,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"2-4"
1,1982,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1988,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-10"
11,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-9"
8,1982,"Efrain Rios Montt Schaad","tortured",0,0,1,0,0,0,1,"14-19"
3,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
11,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-9"
11,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-9"
9,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"7-4"
7,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"14-5"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"13-6"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-2"
11,1990,"Vinicio Cerezo Arevalo","killed",0,1,1,0,0,0,1,"14-2"
10,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"12-3"
2,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"9-4"
10,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"4-8"
11,1988,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,3,"17-28"
6,1981,"Fernando Romeo Lucas Garcia","tortured",0,0,0,0,0,0,3,"17-28"
1,1975,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"20-3"
4,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"11-5"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-5"
3,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-13"
1,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-1"
5,1993,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"20-20"
2,1984,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"11-2"
1,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
4,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-19"
4,1972,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"13-3"
1,1962,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"7-4"
10,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"2-5"
4,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
11,1981,"Fernando Romeo Lucas Garcia","killed",0,0,1,0,0,0,1,"2-1"
10,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"2-4"
2,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
3,1962,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"13-4"
1,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"4-8"
5,1978,"Kjell Eugenio Laugerud Garcia","killed",0,1,0,0,0,0,1,"1-7"
6,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"17-6"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"11-8"
8,1974,"Kjell Eugenio Laugerud Garcia","killed",0,1,0,0,0,0,1,"17-21"
7,1983,"Efrain Rios Montt Schaad","disapp",0,0,1,0,0,0,1,"14-19"
1,1985,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
11,1983,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"6-13"
11,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-2"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"1-9"
10,1992,"Jorge Serrano Elias","killed",0,1,0,0,0,0,1,"7-4"
6,1991,"Jorge Serrano Elias","disapp",0,0,1,0,0,0,1,"12-6"
3,1991,"Jorge Serrano Elias","tortured",0,1,1,0,0,0,1,"17-19"
6,1983,"Efrain Rios Montt Schaad","disapp_dead",0,0,0,0,0,0,1,"14-19"
6,1983,"Efrain Rios Montt Schaad","disapp_dead",0,0,0,1,0,0,1,"7-4"
11,1966,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
6,1968,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,1,"7-4"
10,1976,"Kjell Eugenio Laugerud Garcia","disapp_dead",0,0,0,0,0,0,1,"13-5"
1,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
1,1985,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"13-10"
9,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
1,1982,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
6,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-23"
6,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-23"
4,1975,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"17-13"
4,1975,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"17-13"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-19"
6,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-19"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"19-2"
2,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"19-2"
2,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
12,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-17"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-2"
5,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-12"
6,1978,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-9"
8,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
5,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
4,1972,"Carlos Manuel Arana Osorio","killed",0,0,1,0,0,0,1,"11-10"
4,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,1,0,0,1,"11-5"
4,1972,"Carlos Manuel Arana Osorio","kidnap",0,0,1,0,0,0,1,"11-5"
9,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
2,1990,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"12-3"
9,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"19-12"
12,1983,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
10,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"13-9"
10,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
3,1989,"Vinicio Cerezo Arevalo","disapp_dead",0,0,0,0,0,0,1,"7-4"
3,1989,"Vinicio Cerezo Arevalo","disapp_dead",0,0,0,0,0,0,1,"7-16"
4,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-15"
3,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"8-15"
4,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-4"
4,1965,"Enrique Peralta Azurdia","killed",0,1,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-14"
5,1988,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-6"
1,1962,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"7-4"
3,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"17-2"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1971,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-1"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-1"
2,1962,"Miguel Ramon Ydigoras Fuentes","killed",0,1,0,0,0,0,1,"8-1"
6,1975,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"17-12"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
5,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"22-11"
1,1982,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"17-6"
8,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"17-14"
4,1990,"Vinicio Cerezo Arevalo","disapp",0,0,0,0,0,0,1,"17-24"
6,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-12"
11,1966,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
7,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,1,0,0,1,"7-4"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
12,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-19"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-19"
10,1971,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
12,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-19"
6,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,1,1,0,0,1,"14-5"
7,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"9-5"
4,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"11-7"
8,1982,"Efrain Rios Montt Schaad","disapp_dead",0,0,0,0,0,0,1,"19-12"
8,1982,"Efrain Rios Montt Schaad","disapp_dead",0,0,0,0,0,0,1,"2-4"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-14"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-14"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-14"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"13-5"
8,1988,"Vinicio Cerezo Arevalo","disapp",0,0,0,0,0,0,1,"12-9"
5,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
8,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-6"
6,1968,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,1,"17-12"
7,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-12"
6,1984,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"7-4"
8,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
8,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
1,1971,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
8,1983,"Oscar Humberto Mejia Victores","disapp_dead",0,0,0,0,0,0,1,"7-4"
1,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
5,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"1-3"
5,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,1,0,0,1,"2-4"
8,1983,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"2-4"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"19-2"
10,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
12,1966,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"22-11"
6,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1972,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
1,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"13-5"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"14-17"
11,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"17-11"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"10-1"
2,1977,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"21-5"
2,1977,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"21-3"
12,1971,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
1,1972,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"4-1"
5,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-6"
5,1983,"Efrain Rios Montt Schaad","disapp_dead",0,1,0,0,0,0,1,"14-19"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-19"
5,1985,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"14-10"
5,1985,"Oscar Humberto Mejia Victores","tortured",0,0,0,0,0,0,1,"14-10"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
8,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"4-2"
10,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-11"
8,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,2,"17-11"
6,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"14-19"
12,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,2,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
8,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-19"
8,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"13-5"
1,1982,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"19-2"
1,1972,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"17-1"
5,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"10-1"
3,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-14"
6,1994,"Ramiro de Leon Carpio","killed",0,1,0,0,0,0,1,"17-11"
10,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-1"
10,1970,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"11-1"
12,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"20-20"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-2"
11,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-25"
9,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-5"
8,1967,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"7-4"
4,1992,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"15-6"
1,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"11-15"
7,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
3,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"13-5"
8,1982,"Efrain Rios Montt Schaad","tortured",0,0,1,0,0,0,1,"14-19"
3,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-12"
10,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-2"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-1"
7,1972,"Carlos Manuel Arana Osorio","kidnap",0,1,0,0,0,0,1,"11-8"
6,1979,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"12-8"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-13"
1,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-6"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"18-14"
6,1983,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"15-4"
9,1979,"Fernando Romeo Lucas Garcia","injured",0,0,0,0,0,0,1,"7-4"
7,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"7-4"
4,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
10,1990,"Vinicio Cerezo Arevalo","tortured",0,0,0,1,0,0,1,"7-4"
2,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-12"
3,1985,"Oscar Humberto Mejia Victores","killed",0,0,0,0,1,0,1,"7-4"
11,1966,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-1"
4,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"10-1"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,1,1,"17-2"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"18-14"
6,1985,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"12-1"
5,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-21"
5,1987,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"3-14"
4,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
1,1972,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
10,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-5"
4,1972,"Carlos Manuel Arana Osorio","kidnap",0,0,1,0,0,0,1,"11-10"
4,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,1,0,0,1,"11-5"
9,1989,"Vinicio Cerezo Arevalo","disapp_dead",0,0,0,0,0,0,1,"7-4"
9,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
12,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-12"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
11,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-1"
3,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"17-20"
9,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"9-5"
3,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-1"
8,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-7"
5,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"9-3"
6,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"17-11"
6,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-2"
6,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-2"
6,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
3,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"13-5"
8,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-7"
3,1972,"Carlos Manuel Arana Osorio","kidnap",0,0,0,1,0,0,1,"22-11"
9,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"22-2"
4,1986,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"18-7"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-1"
6,1984,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"7-6"
10,1983,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"1-16"
3,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"17-12"
9,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"17-14"
6,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-2"
5,1975,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"6-1"
