"n_mon","n_year","n_rgim","n_type","p_civ","p_arm","p_pac","p_pol","p_par","p_urn","c_tot","id"
3,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,155,"3-11"
3,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"3-11"
3,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,4,"3-11"
3,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,54,"3-11"
3,1982,"Fernando Romeo Lucas Garcia","kidnap",0,1,0,0,0,0,3,"3-11"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,35,"14-2"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,83,"2-4"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,70,"14-17"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,84,"3-11"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,200,"8-32"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,20,"8-11"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-11"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,3,"8-11"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-11"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,297,"8-11"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"2-4"
7,1982,"Efrain Rios Montt Schaad","kidnap",0,1,0,0,0,0,1,"2-4"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"2-4"
11,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,3,"2-5"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,202,"2-5"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,2,"14-2"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,30,"3-10"
2,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,17,"3-11"
2,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,8,"7-4"
2,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,1,0,0,8,"13-15"
2,1981,"Fernando Romeo Lucas Garcia","disapp_dead",0,0,0,0,0,0,7,"4-5"
2,1981,"Fernando Romeo Lucas Garcia","disapp_dead",0,0,0,0,0,0,7,"4-5"
3,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,15,"14-20"
2,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,13,"3-2"
4,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,9,"14-10"
4,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,60,"14-10"
9,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"3-11"
9,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,7,"3-11"
11,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,5,"13-17"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,3,"1-9"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"1-9"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"1-9"
4,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,1,"1-9"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,15,"8-4"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,5,"8-4"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,9,"8-4"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-4"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,20,"14-5"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,8,"14-19"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-19"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,20,"3-6"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,2,"14-18"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,15,"8-8"
5,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,2,"14-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,2,"2-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,4,"2-4"
3,1980,"Fernando Romeo Lucas Garcia","injured",0,1,0,0,0,0,13,"2-4"
10,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,7,"21-2"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,17,"14-20"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,7,"8-10"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-28"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1000,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,35,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,2,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,2,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,2,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,2,"2-4"
9,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,2,"17-29"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"17-29"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,12,"17-29"
2,1983,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,2,"14-21"
5,1983,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-5"
7,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,12,"8-18"
7,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"8-18"
7,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"8-18"
7,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"8-18"
8,1983,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,18,"1-3"
8,1983,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,14,"1-3"
8,1983,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,13,"1-2"
9,1983,"Oscar Humberto Mejia Victores","tortured",0,0,1,0,0,0,12,"14-5"
9,1983,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,8,"14-5"
9,1983,"Oscar Humberto Mejia Victores","tortured",0,0,1,0,0,0,8,"14-5"
9,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,91,"2-4"
9,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"2-4"
9,1983,"Oscar Humberto Mejia Victores","kidnap",0,0,1,0,0,0,2,"14-5"
9,1983,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,2,"14-5"
9,1983,"Oscar Humberto Mejia Victores","tortured",0,0,1,0,0,0,2,"14-5"
10,1983,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,14,"14-5"
6,1983,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,56,"14-5"
10,1983,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,27,"14-5"
10,1983,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,1,"14-5"
5,1983,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,3,"14-21"
11,1988,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"3-8"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-4"
8,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"6-8"
8,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,16,"6-8"
6,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"12-4"
8,1983,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,2,"1-3"
3,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"13-5"
3,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"15-6"
2,1970,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"6-1"
2,1970,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"6-1"
1,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-6"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-13"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"13-10"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"13-10"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"11-17"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"16-4"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"3-6"
6,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,2,"3-6"
4,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"3-11"
2,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-17"
2,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-17"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-15"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-15"
3,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,4,"7-6"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"20-1"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"13-5"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"13-5"
3,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"20-1"
1,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"4-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,10,"12-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"20-1"
6,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,1,"20-1"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"20-1"
6,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,1,"20-1"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-9"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"14-9"
11,1985,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"20-1"
6,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"12-4"
6,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"8-5"
9,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-5"
11,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"8-22"
12,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-22"
3,1984,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,2,"14-10"
12,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"5-2"
12,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,3,"5-2"
12,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,2,"9-3"
12,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"7-4"
10,1985,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
8,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"16-16"
9,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"9-4"
2,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
12,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"8-15"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"4-4"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"4-4"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"4-4"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-11"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"12-4"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"9-4"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-11"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"21-8"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-3"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-2"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,3,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-5"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-4"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,5,"9-3"
12,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
12,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"18-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-21"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-6"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-1"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-5"
3,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
3,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"4-4"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"15-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-20"
1,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,3,"5-2"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"18-13"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,3,"7-11"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-1"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"17-6"
3,1992,"Jorge Serrano Elias","disapp",0,0,0,0,0,0,1,"17-25"
9,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-5"
1,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-4"
1,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-6"
2,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
9,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-21"
9,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-11"
9,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-1"
2,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-4"
2,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
5,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-12"
5,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
5,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-6"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-6"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"12-4"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-9"
6,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,2,"7-6"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-19"
6,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"12-4"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-11"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-16"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-16"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"12-11"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-19"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"12-11"
7,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"20-18"
4,1992,"Jorge Serrano Elias","injured",0,1,0,0,0,0,1,"7-4"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,3,"7-11"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,3,"7-11"
5,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-12"
7,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-4"
7,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"7-4"
7,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"20-18"
7,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"20-18"
4,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,2,"17-6"
10,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"6-11"
10,1992,"Jorge Serrano Elias","killed",0,1,0,0,0,0,1,"7-4"
10,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-10"
1,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"7-4"
1,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,2,"6-4"
1,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"7-4"
1,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"7-4"
2,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"7-4"
2,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"4-6"
2,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,2,"7-4"
1,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"7-1"
2,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"7-4"
3,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"6-1"
7,1963,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"9-4"
7,1963,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"9-4"
4,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"7-4"
3,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"9-3"
5,1964,"Enrique Peralta Azurdia","injured",0,0,0,0,0,0,5,"7-4"
7,1964,"Enrique Peralta Azurdia","injured",0,0,0,0,0,0,1,"7-4"
7,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"9-4"
3,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-9"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-16"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-14"
4,1970,"Julio Cesar Mendez Montenegro","tortured",0,0,0,0,0,0,1,"6-14"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,1,0,0,0,0,2,"7-4"
3,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-12"
3,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-1"
3,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"15-4"
3,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-12"
3,1970,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"7-4"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"17-12"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"20-3"
8,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"12-8"
1,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-21"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-12"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-12"
8,1970,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"7-4"
8,1970,"Carlos Manuel Arana Osorio","injured",0,0,0,0,0,0,1,"7-4"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"18-1"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-2"
8,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"9-5"
9,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-10"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-14"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-17"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"11-15"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-12"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-11"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"18-4"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-13"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-1"
5,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-14"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
7,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
7,1970,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"17-1"
7,1970,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,4,"17-1"
7,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"7-4"
7,1970,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"19-19"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"9-5"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"16-13"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-1"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-17"
1,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"6-1"
1,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,2,"6-1"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"9-5"
1,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-15"
1,1968,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,2,"7-4"
1,1968,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,3,"7-4"
1,1968,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,1,"7-4"
3,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"9-5"
4,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-14"
4,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"15-4"
4,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-14"
11,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,2,"4-6"
11,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,2,"4-6"
1,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"16-6"
1,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"7-4"
1,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"6-14"
1,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,2,"7-4"
4,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-21"
